FID;ID_Indicat;Nom_Indica;Departamen;Departam_1;Municipaly;Municipali;Categoria_;Categoria1;Aglomeraci;Función_S;Shape__Area;Shape__Length
1;12It12;Rurality level;47;Magdalena;47001;Santa Marta;Ciudades y aglomeraciones;Aglomeración;SA-Eje Caribe;Uninodal;2470975883;252715.4325
2;12It12;Rurality level;47;Magdalena;47053;Aracataca;Intermedio;Rural;Fuera SC;Fuera SC;1807307641;228464.9492
3;12It12;Rurality level;47;Magdalena;47189;Ciénaga;Ciudades y aglomeraciones;Función Subregional;SA-Eje Caribe;Uninodal;1374719127;221256.4317
4;12It12;Rurality level;47;Magdalena;47288;Fundación;Intermedio;intermedio;Fuera SC;Fuera SC;1019907748;226923.6454
5;12It12;Rurality level;76;Valle del Cauca;76113;Bugalagrande;Rural;intermedio;Fuera SC;Fuera SC;406383378.3;87939.39544
6;12It12;Rurality level;52;Nariño;52227;Cumbal;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;919572209.3;136318.3783
7;12It12;Rurality level;76;Valle del Cauca;76122;Caicedonia;Intermedio;intermedio;Fuera SC;Fuera SC;172536224.7;59314.84714
8;12It12;Rurality level;76;Valle del Cauca;76126;Calima;Rural;Rural;Fuera SC;Fuera SC;791477384.2;150582.7441
9;12It12;Rurality level;76;Valle del Cauca;76130;Candelaria;Ciudades y aglomeraciones;Aglomeración Cali;A-Cali;En aglomeración;298182809.2;78755.90913
10;12It12;Rurality level;52;Nariño;52233;Cumbitara;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;352210784.5;112046.9837
11;12It12;Rurality level;76;Valle del Cauca;76147;Cartago;Ciudades y aglomeraciones;Aglomeración;SA-Eje Cafetero;Uninodal;243795765.3;74948.23616
12;12It12;Rurality level;52;Nariño;52256;El Rosario;Rural;Rural Disperso;Fuera SC;Fuera SC;522630191.9;143118.3382
13;12It12;Rurality level;52;Nariño;52385;La Llanada;Rural;Rural;Fuera SC;Fuera SC;241352558;111922.9326
14;12It12;Rurality level;52;Nariño;52418;Los Andes;Rural;Rural Disperso;Fuera SC;Fuera SC;963923975.5;194310.9872
15;12It12;Rurality level;52;Nariño;52540;Policarpa;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;433177433.6;109550.7238
16;12It12;Rurality level;52;Nariño;52612;Ricaurte;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1067467567;192440.2802
17;12It12;Rurality level;54;Norte de Santander;54174;Chitagá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1218407393;186405.5531
18;12It12;Rurality level;54;Norte de Santander;54206;Convención;Rural;Rural;Fuera SC;Fuera SC;958303698.3;271338.2068
19;12It12;Rurality level;54;Norte de Santander;54245;El Carmen;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1773684239;296802.6897
20;12It12;Rurality level;54;Norte de Santander;54250;El Tarra;Rural;Rural;Fuera SC;Fuera SC;720128776.5;126849.6255
21;12It12;Rurality level;54;Norte de Santander;54800;Teorama;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;955194984;240846.8391
22;12It12;Rurality level;54;Norte de Santander;54810;Tibú;Rural;Rural;Fuera SC;Fuera SC;2764588455;360517.2145
23;12It12;Rurality level;54;Norte de Santander;54820;Toledo;Rural Disperso;Rural;Fuera SC;Fuera SC;1504928073;207075.8634
24;12It12;Rurality level;66;Risaralda;66456;Mistrató;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;579118616.3;111156.4328
25;12It12;Rurality level;66;Risaralda;66572;Pueblo Rico;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;622815709.3;111132.3541
26;12It12;Rurality level;76;Valle del Cauca;76100;Bolívar;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;757708215.6;140058.307
27;12It12;Rurality level;76;Valle del Cauca;76233;Dagua;Rural Disperso;Rural;Fuera SC;Fuera SC;919697456.3;165915.2923
28;12It12;Rurality level;81;Arauca;81300;Fortul;Rural;Rural;Fuera SC;Fuera SC;1182400375;200426.4008
29;12It12;Rurality level;81;Arauca;81736;Saravena;Intermedio;intermedio;Fuera SC;Fuera SC;962245211.1;138055.3537
30;12It12;Rurality level;81;Arauca;81794;Tame;Rural Disperso;Rural;Fuera SC;Fuera SC;5519279397;349208.9966
31;12It12;Rurality level;85;Casanare;85125;Hato Corozal;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;5608909223;573737.2372
32;12It12;Rurality level;85;Casanare;85250;Paz de Ariporo;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12280344891;623055.603
33;12It12;Rurality level;86;Putumayo;86569;Puerto Caicedo;Rural;Rural;Fuera SC;Fuera SC;928969900.7;159442.0211
34;12It12;Rurality level;5;Antioquia;5475;Murindó;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1294279667;171336.5336
35;12It12;Rurality level;5;Antioquia;5873;Vigía del Fuerte;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1695074156;261080.3011
36;12It12;Rurality level;18;Caquetá;18150;Cartagena del Chairá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12858816548;690958.2507
37;12It12;Rurality level;18;Caquetá;18753;San Vicente del Caguán;Rural;Rural Disperso;Fuera SC;Fuera SC;17621538701;896771.3196
38;12It12;Rurality level;18;Caquetá;18756;Solano;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;42575985574;1719975.54
39;12It12;Rurality level;18;Caquetá;18785;Solita;Rural;Rural;Fuera SC;Fuera SC;482667845.1;127889.8371
40;12It12;Rurality level;19;Cauca;19318;Guapi;Rural;Rural;Fuera SC;Fuera SC;2577967915;221012.0042
41;12It12;Rurality level;19;Cauca;19418;López;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;3385149300;338576.4373
42;12It12;Rurality level;19;Cauca;19809;Timbiquí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2067834075;231740.2823
43;12It12;Rurality level;27;Chocó;27001;Quibdó;Ciudades y aglomeraciones;Aglomeración;SA-Otros SC;Uninodal;3555848035;459899.503
44;12It12;Rurality level;27;Chocó;27006;Acandí;Rural;Rural;Fuera SC;Fuera SC;813106671.3;148727.3296
45;12It12;Rurality level;27;Chocó;27025;Alto Baudo;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2073321578;281228.0099
46;12It12;Rurality level;27;Chocó;27050;Atrato;Rural;Rural;Fuera SC;Fuera SC;429248086.6;108722.5246
47;12It12;Rurality level;27;Chocó;27073;Bagadó;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;808690859.7;145033.9973
48;12It12;Rurality level;27;Chocó;27075;Bahía Solano;Rural Disperso;Rural;Fuera SC;Fuera SC;918860289.8;267283.8006
49;12It12;Rurality level;27;Chocó;27077;Bajo Baudó;Rural Disperso;Rural;Fuera SC;Fuera SC;3527741354;473416.0461
50;12It12;Rurality level;27;Chocó;27099;Bojaya;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;3685768026;346122.2527
51;12It12;Rurality level;27;Chocó;27135;El Cantón del San Pablo;Rural;Rural;Fuera SC;Fuera SC;391536871.5;111632.053
52;12It12;Rurality level;27;Chocó;27150;Carmen del Darien;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;3247696056;313711.4587
53;12It12;Rurality level;27;Chocó;27160;Cértegui;Rural;Rural;Fuera SC;Fuera SC;433317254.9;122401.1616
54;12It12;Rurality level;27;Chocó;27205;Condoto;Rural;Rural;Fuera SC;Fuera SC;473260142;141679.2843
55;12It12;Rurality level;27;Chocó;27245;El Carmen de Atrato;Rural;Rural Disperso;Fuera SC;Fuera SC;845907499;136050.6342
56;12It12;Rurality level;27;Chocó;27250;El Litoral del San Juan;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;4172902673;383796.4608
57;12It12;Rurality level;27;Chocó;27361;Istmina;Rural;Rural;Fuera SC;Fuera SC;1899684239;409690.9556
58;12It12;Rurality level;27;Chocó;27372;Juradó;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1263826796;283894.1889
59;12It12;Rurality level;27;Chocó;27413;Lloró;Rural;Rural;Fuera SC;Fuera SC;848167270.6;149466.1477
60;12It12;Rurality level;27;Chocó;27425;Medio Atrato;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1847184643;219762.2028
61;12It12;Rurality level;27;Chocó;27430;Medio Baudó;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1383776283;217117.4589
62;12It12;Rurality level;27;Chocó;27450;Medio San Juan;Rural;Rural Disperso;Fuera SC;Fuera SC;667471476.1;218656.9236
63;12It12;Rurality level;27;Chocó;27491;Nóvita;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;959885292.7;153934.0706
64;12It12;Rurality level;27;Chocó;27495;Nuquí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;720180292;197442.9197
65;12It12;Rurality level;27;Chocó;27580;Río Iro;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;326242424.5;105488.6677
66;12It12;Rurality level;27;Chocó;27600;Río Quito;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;708327773;135450.463
67;12It12;Rurality level;27;Chocó;27660;San José del Palmar;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1613070835;171921.7112
68;12It12;Rurality level;27;Chocó;27745;Sipí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1585932171;210572.4466
69;12It12;Rurality level;27;Chocó;27787;Tadó;Rural;Rural;Fuera SC;Fuera SC;727359184.6;175522.66
70;12It12;Rurality level;27;Chocó;27800;Unguía;Rural;Rural;Fuera SC;Fuera SC;1222018129;165032.1914
71;12It12;Rurality level;27;Chocó;27810;Unión Panamericana;Intermedio;Rural;Fuera SC;Fuera SC;174398675.6;76669.85845
72;12It12;Rurality level;44;La Guajira;44847;Uribia;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;8269666476;498485.6571
73;12It12;Rurality level;50;Meta;50350;La Macarena;Rural Disperso;Rural;Fuera SC;Fuera SC;10932038858;530776.7459
74;12It12;Rurality level;52;Nariño;52079;Barbacoas;Rural;Rural Disperso;Fuera SC;Fuera SC;2728409822;325432.6588
75;12It12;Rurality level;52;Nariño;52250;El Charco;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2503221402;414311.0242
76;12It12;Rurality level;52;Nariño;52390;La Tola;Rural;Rural;Fuera SC;Fuera SC;410322537.3;162099.6012
77;12It12;Rurality level;52;Nariño;52427;Magüi;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1818803756;210957.9418
78;12It12;Rurality level;52;Nariño;52473;Mosquera;Rural;Aglomeración Bogotá;Fuera SC;Fuera SC;767178639.5;138318.2469
79;12It12;Rurality level;52;Nariño;52490;Olaya Herrera;Rural;Rural;Fuera SC;Fuera SC;1023687445;170568.6656
80;12It12;Rurality level;52;Nariño;52520;Francisco Pizarro;Rural;Rural;Fuera SC;Fuera SC;519171069.8;137870.8536
81;12It12;Rurality level;25;Cundinamarca;25483;Nariño;Rural;Rural;Fuera SC;Fuera SC;56499414.22;49893.87812
82;12It12;Rurality level;52;Nariño;52621;Roberto Payán;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1459977617;212663.8787
83;12It12;Rurality level;52;Nariño;52696;Santa Bárbara;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1226316713;241775.9075
84;12It12;Rurality level;52;Nariño;52835;San Andrés de Tumaco;Ciudades y aglomeraciones;Función Subregional;SA-Otros SC;Uninodal;3624814459;452702.9654
85;12It12;Rurality level;76;Valle del Cauca;76109;Buenaventura;Ciudades y aglomeraciones;Aglomeración;SA-Cali-Norte Valle;Uninodal;6352893234;570413.5566
86;12It12;Rurality level;86;Putumayo;86568;Puerto Asís;Ciudades y aglomeraciones;Función Subregional;SA-Otros SC;Uninodal;2832366652;306133.8886
87;12It12;Rurality level;86;Putumayo;86571;Puerto Guzmán;Rural Disperso;Rural;Fuera SC;Fuera SC;4604439458;382049.128
88;12It12;Rurality level;86;Putumayo;86573;Leguízamo;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;11016539331;749136.1758
89;12It12;Rurality level;91;Amazonas;91001;Leticia;Rural;Rural;SA-Otros SC;Uninodal;6225887813;362284.7986
90;12It12;Rurality level;91;Amazonas;91263;El Encanto (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;10972829901;676874.4044
91;12It12;Rurality level;91;Amazonas;91405;La Chorrera (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12816286480;740775.7436
92;12It12;Rurality level;91;Amazonas;91407;La Pedrera (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;13728362097;779129.082
93;12It12;Rurality level;91;Amazonas;91430;La Victoria (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1433695190;215391.9105
94;12It12;Rurality level;91;Amazonas;91460;Miriti - Paraná (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;16939443774;655881.1136
95;12It12;Rurality level;91;Amazonas;91530;Puerto Alegría (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;8557337222;488411.942
96;12It12;Rurality level;91;Amazonas;91536;Puerto Arica (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;13879829668;726347.8624
97;12It12;Rurality level;91;Amazonas;91540;Puerto Nariño;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1518325047;204801.744
98;12It12;Rurality level;91;Amazonas;91669;Puerto Santander (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;14772002353;871920.4132
99;12It12;Rurality level;91;Amazonas;91798;Tarapacá (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;9225807065;514930.1461
100;12It12;Rurality level;94;Guainía;94001;Inírida;Rural Disperso;Rural Disperso;SA-Otros SC;Uninodal;15999863728;827066.0752
101;12It12;Rurality level;94;Guainía;94343;Barranco Minas (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;9482683792;599165.5006
102;12It12;Rurality level;94;Guainía;94663;Mapiripana (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;4952537096;480403.7018
103;12It12;Rurality level;94;Guainía;94883;San Felipe (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2910617625;376790.2488
104;12It12;Rurality level;94;Guainía;94884;Puerto Colombia (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;15672722724;803527.6603
105;12It12;Rurality level;94;Guainía;94885;La Guadalupe (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1171473324;170976.3352
106;12It12;Rurality level;94;Guainía;94886;Cacahual (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2320763089;221213.6767
107;12It12;Rurality level;94;Guainía;94887;Pana Pana (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;10213761644;640597.6279
108;12It12;Rurality level;94;Guainía;94888;Morichal (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;8583008662;569632.2999
109;12It12;Rurality level;95;Guaviare;95001;San José del Guaviare;Rural;Rural;SA-Otros SC;Uninodal;16893354752;1212209.711
110;12It12;Rurality level;95;Guaviare;95015;Calamar;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;13650885295;564036.6825
111;12It12;Rurality level;95;Guaviare;95025;El Retorno;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12494396630;894861.7916
112;12It12;Rurality level;95;Guaviare;95200;Miraflores;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12873278219;574525.3213
113;12It12;Rurality level;97;Vaupés;97001;Mitú;Rural Disperso;Rural Disperso;SA-Otros SC;Uninodal;16270994745;638227.098
114;12It12;Rurality level;97;Vaupés;97161;Caruru;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;6406620262;403922.2103
115;12It12;Rurality level;97;Vaupés;97511;Pacoa (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;14025795631;832359.4552
116;12It12;Rurality level;97;Vaupés;97666;Taraira;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;6491562307;557089.8996
117;12It12;Rurality level;97;Vaupés;97777;Papunaua (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;5574490488;447956.5149
118;12It12;Rurality level;97;Vaupés;97889;Yavaraté (ANM);Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;4652666291;375585.0404
119;12It12;Rurality level;99;Vichada;99001;Puerto Carreño;Rural Disperso;Rural Disperso;SA-Otros SC;Uninodal;12301222390;558290.8646
120;12It12;Rurality level;99;Vichada;99524;La Primavera;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;18569695736;639338.8235
121;12It12;Rurality level;99;Vichada;99773;Cumaribo;Rural Disperso;Rural;Fuera SC;Fuera SC;65945370121;1604225.563
122;12It12;Rurality level;18;Caquetá;18205;Curillo;Rural;Rural;Fuera SC;Fuera SC;398180702.6;143204.052
123;12It12;Rurality level;18;Caquetá;18592;Puerto Rico;Rural;Rural Disperso;Fuera SC;Fuera SC;4187949597;367643.0609
124;12It12;Rurality level;20;Cesar;20570;Pueblo Bello;Rural Disperso;Rural;Fuera SC;Fuera SC;770813901.2;163920.9323
125;12It12;Rurality level;44;La Guajira;44430;Maicao;Ciudades y aglomeraciones;Función Subregional;SA-Riohacha-Maicao;Uninodal;1847093111;260214.8673
126;12It12;Rurality level;44;La Guajira;44560;Manaure;Intermedio;Rural;Fuera SC;Fuera SC;1703695979;197972.9945
127;12It12;Rurality level;50;Meta;50325;Mapiripán;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;12056801272;657031.7708
128;12It12;Rurality level;50;Meta;50568;Puerto Gaitán;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;17430770512;630627.2774
129;12It12;Rurality level;76;Valle del Cauca;76243;El Águila;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;187122998.5;69761.41389
130;12It12;Rurality level;76;Valle del Cauca;76246;El Cairo;Rural Disperso;Rural;Fuera SC;Fuera SC;217556327.2;62870.68305
131;12It12;Rurality level;25;Cundinamarca;25513;Pacho;Intermedio;intermedio;Fuera SC;Fuera SC;411344266.5;101544.6817
132;12It12;Rurality level;25;Cundinamarca;25506;Venecia;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;119778292.9;46031.9892
133;12It12;Rurality level;76;Valle del Cauca;76248;El Cerrito;Intermedio;intermedio;Fuera SC;Fuera SC;444130639.5;135590.4976
134;12It12;Rurality level;25;Cundinamarca;25491;Nocaima;Intermedio;intermedio;Fuera SC;Fuera SC;65136791.72;32639.11041
135;12It12;Rurality level;76;Valle del Cauca;76250;El Dovio;Rural;Rural;Fuera SC;Fuera SC;241927608.3;88343.99707
136;12It12;Rurality level;25;Cundinamarca;25489;Nimaima;Intermedio;Rural;Fuera SC;Fuera SC;60574097.64;47469.828
137;12It12;Rurality level;76;Valle del Cauca;76275;Florida;Ciudades y aglomeraciones;Aglomeración Cali;A-Cali;En aglomeración;407699454.7;97371.21618
138;12It12;Rurality level;25;Cundinamarca;25488;Nilo;Rural;Rural Disperso;Fuera SC;Fuera SC;224182414.9;71926.7987
139;12It12;Rurality level;76;Valle del Cauca;76306;Ginebra;Intermedio;intermedio;Fuera SC;Fuera SC;270879852.8;74188.40443
140;12It12;Rurality level;25;Cundinamarca;25486;Nemocón;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;99310456.3;42061.38738
141;12It12;Rurality level;25;Cundinamarca;25530;Paratebueno;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;896362022.6;183122.7572
142;12It12;Rurality level;25;Cundinamarca;25535;Pasca;Rural Disperso;Rural;Fuera SC;Fuera SC;271818963.2;68882.05944
143;12It12;Rurality level;25;Cundinamarca;25572;Puerto Salgar;Rural;Rural;Fuera SC;Fuera SC;522715532.8;122471.5021
144;12It12;Rurality level;25;Cundinamarca;25580;Pulí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;202279387.1;60765.63039
145;12It12;Rurality level;25;Cundinamarca;25592;Quebradanegra;Rural;Rural;Fuera SC;Fuera SC;77360678.41;35066.7952
146;12It12;Rurality level;25;Cundinamarca;25594;Quetame;Rural;Rural Disperso;Fuera SC;Fuera SC;144225170.4;48563.68743
147;12It12;Rurality level;25;Cundinamarca;25596;Quipile;Rural;Rural Disperso;Fuera SC;Fuera SC;132192667.3;52965.53188
148;12It12;Rurality level;25;Cundinamarca;25524;Pandi;Rural;Rural;Fuera SC;Fuera SC;72746507.01;39278.95471
149;12It12;Rurality level;25;Cundinamarca;25518;Paime;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;177380574;59568.79922
150;12It12;Rurality level;25;Cundinamarca;25599;Apulo;Intermedio;intermedio;Fuera SC;Fuera SC;128717915.5;59697.58669
151;12It12;Rurality level;25;Cundinamarca;25612;Ricaurte;Intermedio;Aglomeracion Girardot;A-Girardot;En aglomeración;135012648.1;52772.94037
152;12It12;Rurality level;25;Cundinamarca;25645;San Antonio del Tequendama;Intermedio;intermedio;Fuera SC;Fuera SC;88824428.24;35127.70091
153;12It12;Rurality level;25;Cundinamarca;25649;San Bernardo;Rural;Rural;Fuera SC;Fuera SC;251637580.7;85645.16738
154;12It12;Rurality level;25;Cundinamarca;25653;San Cayetano;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;296188103.6;75825.49389
155;12It12;Rurality level;25;Cundinamarca;25658;San Francisco;Intermedio;intermedio;Fuera SC;Fuera SC;119705986.2;51792.91992
156;12It12;Rurality level;25;Cundinamarca;25662;San Juan de Río Seco;Rural;Rural;Fuera SC;Fuera SC;321463641.6;86673.8162
157;12It12;Rurality level;25;Cundinamarca;25718;Sasaima;Rural;Rural;Fuera SC;Fuera SC;114827409.6;49262.49289
158;12It12;Rurality level;25;Cundinamarca;25736;Sesquilé;Rural;Aglomeración Bogotá;A-Bogotá;En aglomeración;148187894.9;54693.73608
159;12It12;Rurality level;25;Cundinamarca;25740;Sibaté;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;126019752.1;47356.78494
160;12It12;Rurality level;25;Cundinamarca;25743;Silvania;Intermedio;intermedio;Fuera SC;Fuera SC;163160281.9;55547.56567
161;12It12;Rurality level;25;Cundinamarca;25745;Simijaca;Intermedio;intermedio;Fuera SC;Fuera SC;98933315.63;43129.29791
162;12It12;Rurality level;25;Cundinamarca;25754;Soacha;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;188751562.6;82145.47199
163;12It12;Rurality level;25;Cundinamarca;25099;Bojacá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;103758978.4;48168.5416
164;12It12;Rurality level;25;Cundinamarca;25095;Bituima;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;65129862.19;41859.83005
165;12It12;Rurality level;25;Cundinamarca;25086;Beltrán;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;184674559.2;86401.24551
166;12It12;Rurality level;25;Cundinamarca;25053;Arbeláez;Intermedio;intermedio;Fuera SC;Fuera SC;145714556;77977.58996
167;12It12;Rurality level;25;Cundinamarca;25040;Anolaima;Intermedio;intermedio;Fuera SC;Fuera SC;117622182.2;46229.95814
168;12It12;Rurality level;25;Cundinamarca;25035;Anapoima;Intermedio;intermedio;Fuera SC;Fuera SC;125179931.4;55961.25056
169;12It12;Rurality level;25;Cundinamarca;25148;Caparrapí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;621475516.1;110900.5547
170;12It12;Rurality level;25;Cundinamarca;25151;Caqueza;Intermedio;intermedio;Fuera SC;Fuera SC;111987057.8;45729.51313
171;12It12;Rurality level;25;Cundinamarca;25154;Carmen de Carupa;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;305339246.3;84039.10749
172;12It12;Rurality level;25;Cundinamarca;25168;Chaguaní;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;177010886.8;56988.99736
173;12It12;Rurality level;25;Cundinamarca;25175;Chía;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;80873871.62;40964.22316
174;12It12;Rurality level;25;Cundinamarca;25178;Chipaque;Rural;Rural;Fuera SC;Fuera SC;153915651.4;69820.1627
175;12It12;Rurality level;25;Cundinamarca;25019;Albán;Intermedio;intermedio;Fuera SC;Fuera SC;58171561.51;39765.63667
176;12It12;Rurality level;25;Cundinamarca;25126;Cajicá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;46553566.8;29214.6227
177;12It12;Rurality level;25;Cundinamarca;25001;Agua de Dios;Intermedio;intermedio;Fuera SC;Fuera SC;86226146.45;38341.09639
178;12It12;Rurality level;25;Cundinamarca;25123;Cachipay;Intermedio;intermedio;Fuera SC;Fuera SC;54388734.9;38233.57637
179;12It12;Rurality level;25;Cundinamarca;25120;Cabrera;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;424402231.5;100536.5158
180;12It12;Rurality level;25;Cundinamarca;25181;Choachí;Intermedio;intermedio;Fuera SC;Fuera SC;217611937.1;72175.07975
181;12It12;Rurality level;25;Cundinamarca;25183;Chocontá;Intermedio;intermedio;Fuera SC;Fuera SC;299831555.3;93969.24655
182;12It12;Rurality level;25;Cundinamarca;25200;Cogua;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;135218492.2;56621.37257
183;12It12;Rurality level;25;Cundinamarca;25214;Cota;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;56119601.86;36260.60225
184;12It12;Rurality level;25;Cundinamarca;25224;Cucunubá;Rural;Rural;Fuera SC;Fuera SC;113853707.5;50671.25099
185;12It12;Rurality level;25;Cundinamarca;25245;El Colegio;Intermedio;intermedio;Fuera SC;Fuera SC;115921943.2;47540.65634
186;12It12;Rurality level;25;Cundinamarca;25258;El Peñón;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;138409516.4;57601.08899
187;12It12;Rurality level;25;Cundinamarca;25260;El Rosal;Intermedio;intermedio;Fuera SC;Fuera SC;86154898.74;36548.36548
188;12It12;Rurality level;25;Cundinamarca;25269;Facatativá;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;160372680.2;54263.72755
189;12It12;Rurality level;25;Cundinamarca;25279;Fomeque;Rural;Rural;Fuera SC;Fuera SC;461008400.1;97119.75476
190;12It12;Rurality level;25;Cundinamarca;25281;Fosca;Rural;Rural;Fuera SC;Fuera SC;111012350.8;47833.41205
191;12It12;Rurality level;25;Cundinamarca;25286;Funza;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;68381907.14;32974.47944
192;12It12;Rurality level;25;Cundinamarca;25793;Tausa;Rural Disperso;Aglomeración Bogotá;A-Bogotá;En aglomeración;207171119.6;77647.53793
193;12It12;Rurality level;25;Cundinamarca;25785;Tabio;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;76197290.31;37801.54255
194;12It12;Rurality level;25;Cundinamarca;25781;Sutatausa;Ciudades y aglomeraciones;Aglomeración Bogotá;A-Bogotá;En aglomeración;64650011.68;31580.65998
195;12It12;Rurality level;25;Cundinamarca;25823;Topaipí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;143080797;64220.62192
196;12It12;Rurality level;25;Cundinamarca;25839;Ubalá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;531963495.5;139129.2837
197;12It12;Rurality level;25;Cundinamarca;25841;Ubaque;Rural;Rural;Fuera SC;Fuera SC;108774086.9;48199.52184
